ct,census_tract,county,city,tot_households,moe_households,tot_less_than_10K,moe_less_than_10K,tot_more_than_200K,moe_more_than_200K,median_income,moe_median_income,tot_families,moe_families
36081045700,Census Tract 457, Queens County, New York,1192.00,205.00,0.00,3.30,8.40,6.90,73684.00,20468.00,955.00,224.00
36081045800,Census Tract 458, Queens County, New York,701.00,99.00,0.00,5.50,15.70,7.90,80972.00,29501.00,570.00,121.00
36081045900,Census Tract 459, Queens County, New York,1051.00,182.00,8.90,5.70,12.50,7.60,84846.00,19910.00,762.00,192.00
36081046000,Census Tract 460, Queens County, New York,1866.00,157.00,6.50,4.80,3.30,3.10,67375.00,19662.00,1245.00,196.00
36081046100,Census Tract 461, Queens County, New York,663.00,98.00,1.80,2.80,15.40,7.10,84844.00,6484.00,518.00,93.00
36081046200,Census Tract 462, Queens County, New York,2041.00,314.00,6.00,3.20,1.00,1.40,56679.00,3668.00,1447.00,338.00
36081046300,Census Tract 463, Queens County, New York,1084.00,153.00,0.00,3.60,3.50,3.30,73555.00,14099.00,899.00,160.00
36081046400,Census Tract 464, Queens County, New York,586.00,77.00,4.10,4.80,18.60,7.70,113043.00,13861.00,476.00,86.00
36081046500,Census Tract 465, Queens County, New York,1037.00,107.00,1.80,3.10,10.60,6.60,88365.00,11455.00,774.00,168.00
36081046600,Census Tract 466, Queens County, New York,1475.00,110.00,10.60,6.80,5.50,5.60,75493.00,10706.00,976.00,162.00
36081046700,Census Tract 467, Queens County, New York,2095.00,220.00,0.00,1.90,11.40,6.30,78932.00,14407.00,1420.00,294.00
36081046800,Census Tract 468, Queens County, New York,1024.00,110.00,11.90,9.00,12.80,6.80,81833.00,14118.00,850.00,123.00
36081046901,Census Tract 469.01, Queens County, New York,1345.00,203.00,2.90,2.50,0.70,1.20,68601.00,15644.00,901.00,181.00
36081046902,Census Tract 469.02, Queens County, New York,1062.00,110.00,3.10,3.70,6.50,4.90,88200.00,19438.00,848.00,120.00
36081047000,Census Tract 470, Queens County, New York,986.00,268.00,4.70,4.90,11.50,6.50,77045.00,47044.00,861.00,268.00
36081047100,Census Tract 471, Queens County, New York,1458.00,311.00,1.40,1.60,5.70,3.90,62635.00,14111.00,1132.00,321.00
36081047200,Census Tract 472, Queens County, New York,1376.00,221.00,0.60,1.00,22.90,9.60,117344.00,22465.00,1046.00,257.00
36081047300,Census Tract 473, Queens County, New York,1643.00,194.00,6.90,4.10,11.60,6.90,65083.00,10670.00,986.00,178.00
36081047500,Census Tract 475, Queens County, New York,1720.00,249.00,2.00,1.60,11.50,5.60,84160.00,5396.00,1361.00,274.00
36081047600,Census Tract 476, Queens County, New York,527.00,124.00,1.10,2.10,22.60,11.00,112567.00,65528.00,385.00,105.00
36081047801,Census Tract 478.01, Queens County, New York,1969.00,362.00,10.40,11.80,10.70,6.90,54045.00,35997.00,1082.00,301.00
36081047802,Census Tract 478.02, Queens County, New York,381.00,74.00,9.40,10.30,22.60,17.80,96050.00,58880.00,339.00,86.00
36081047900,Census Tract 479, Queens County, New York,1853.00,254.00,1.50,1.80,8.80,4.80,89395.00,21313.00,1494.00,279.00
36081048000,Census Tract 480, Queens County, New York,731.00,143.00,4.90,4.40,19.00,15.20,76250.00,26885.00,627.00,152.00
36081048100,Census Tract 481, Queens County, New York,1853.00,319.00,10.80,11.00,3.70,3.10,69250.00,27738.00,1514.00,320.00
36081048200,Census Tract 482, Queens County, New York,406.00,82.00,2.70,4.20,16.30,10.10,74907.00,27820.00,308.00,55.00
36081048301,Census Tract 483.01, Queens County, New York,769.00,160.00,6.10,5.10,11.20,8.40,68125.00,22281.00,619.00,163.00
36081048302,Census Tract 483.02, Queens County, New York,659.00,149.00,1.70,2.80,17.90,8.90,88051.00,8280.00,337.00,94.00
36081048400,Census Tract 484, Queens County, New York,1287.00,157.00,3.30,4.40,7.70,5.60,82515.00,10617.00,1168.00,158.00
36081048500,Census Tract 485, Queens County, New York,1633.00,209.00,2.70,2.10,7.40,6.20,64159.00,18931.00,1228.00,225.00
36081048900,Census Tract 489, Queens County, New York,533.00,210.00,3.80,6.20,6.40,7.70,59106.00,13679.00,418.00,214.00
36081049201,Census Tract 492.01, Queens County, New York,1269.00,131.00,4.30,3.20,3.90,2.80,82750.00,32521.00,809.00,166.00
36081049202,Census Tract 492.02, Queens County, New York,606.00,129.00,0.00,6.40,19.30,10.10,108053.00,24885.00,528.00,133.00
36081049301,Census Tract 493.01, Queens County, New York,812.00,101.00,9.70,5.70,9.20,5.80,65357.00,17031.00,596.00,108.00
36081049302,Census Tract 493.02, Queens County, New York,983.00,189.00,2.70,2.40,10.90,7.10,58384.00,24064.00,516.00,117.00
36081049500,Census Tract 495, Queens County, New York,507.00,93.00,0.00,7.60,12.00,6.80,97250.00,17724.00,297.00,75.00
36081049600,Census Tract 496, Queens County, New York,906.00,106.00,3.20,3.40,15.80,5.60,88125.00,26713.00,759.00,112.00
36081049700,Census Tract 497, Queens County, New York,940.00,162.00,1.40,2.10,16.00,11.70,61563.00,38400.00,730.00,172.00
36081049900,Census Tract 499, Queens County, New York,1519.00,149.00,0.90,1.10,13.20,6.40,85759.00,9730.00,1161.00,164.00
36081050000,Census Tract 500, Queens County, New York,1594.00,187.00,3.50,2.50,5.30,3.90,74951.00,22107.00,990.00,178.00
36081050201,Census Tract 502.01, Queens County, New York,480.00,105.00,0.60,1.10,14.80,10.40,93182.00,11844.00,393.00,103.00
36081050202,Census Tract 502.02, Queens County, New York,426.00,62.00,3.80,6.10,15.00,10.20,110357.00,33189.00,350.00,53.00
36081050400,Census Tract 504, Queens County, New York,537.00,96.00,2.20,3.30,17.50,9.70,130179.00,29128.00,457.00,106.00
36081050500,Census Tract 505, Queens County, New York,601.00,98.00,2.00,3.20,15.10,9.00,109728.00,21768.00,491.00,104.00
36081050600,Census Tract 506, Queens County, New York,430.00,65.00,5.30,6.20,18.40,12.20,106786.00,20531.00,384.00,65.00
36081050700,Census Tract 507, Queens County, New York,1250.00,190.00,2.20,2.20,18.30,8.20,98274.00,42038.00,863.00,194.00
36081050800,Census Tract 508, Queens County, New York,666.00,97.00,5.30,4.10,12.00,9.70,79432.00,23647.00,426.00,110.00
36081051000,Census Tract 510, Queens County, New York,428.00,54.00,4.90,6.70,9.30,7.90,91250.00,55877.00,286.00,75.00
36081051100,Census Tract 511, Queens County, New York,830.00,92.00,4.30,2.90,10.70,5.30,110357.00,43389.00,641.00,114.00
36081051200,Census Tract 512, Queens County, New York,718.00,105.00,9.30,6.10,25.20,10.30,103214.00,36542.00,615.00,103.00
36081051300,Census Tract 513, Queens County, New York,818.00,99.00,3.90,4.70,16.60,7.20,104583.00,31290.00,569.00,92.00
36081051500,Census Tract 515, Queens County, New York,1186.00,137.00,2.80,2.60,15.30,9.40,96792.00,7992.00,855.00,162.00
36081051600,Census Tract 516, Queens County, New York,626.00,81.00,2.60,2.80,17.40,9.40,122826.00,38399.00,534.00,97.00
36081051700,Census Tract 517, Queens County, New York,784.00,131.00,6.10,5.70,13.30,6.70,111413.00,44196.00,481.00,103.00
36081051800,Census Tract 518, Queens County, New York,632.00,78.00,5.70,6.00,15.70,7.70,114583.00,28024.00,505.00,85.00
36081052000,Census Tract 520, Queens County, New York,500.00,62.00,2.80,4.80,9.20,4.70,102950.00,11390.00,373.00,77.00
36081052100,Census Tract 521, Queens County, New York,701.00,88.00,11.60,5.70,17.00,7.80,100806.00,11880.00,474.00,91.00
36081052200,Census Tract 522, Queens County, New York,532.00,55.00,5.80,4.90,16.90,10.00,92833.00,43765.00,466.00,69.00
36081052400,Census Tract 524, Queens County, New York,622.00,81.00,5.90,5.40,10.80,5.30,110357.00,14216.00,503.00,66.00
36081052500,Census Tract 525, Queens County, New York,805.00,79.00,6.20,4.00,13.50,5.60,72031.00,11451.00,555.00,77.00
36081052600,Census Tract 526, Queens County, New York,762.00,201.00,1.00,1.60,14.60,7.30,93000.00,40033.00,429.00,64.00
36081052800,Census Tract 528, Queens County, New York,531.00,111.00,5.60,5.20,12.60,7.80,81477.00,18383.00,348.00,86.00
36081053000,Census Tract 530, Queens County, New York,637.00,63.00,3.50,3.00,16.00,8.50,110938.00,33259.00,533.00,71.00
36081053100,Census Tract 531, Queens County, New York,1359.00,203.00,2.40,2.90,14.10,9.70,64307.00,23420.00,1029.00,237.00
36081053200,Census Tract 532, Queens County, New York,609.00,66.00,1.30,2.00,14.90,8.90,98850.00,13900.00,549.00,70.00
36081053401,Census Tract 534.01, Queens County, New York,569.00,78.00,0.00,6.80,18.60,10.20,104688.00,22401.00,441.00,81.00
36081053501,Census Tract 535.01, Queens County, New York,470.00,164.00,8.30,7.40,3.20,5.00,63816.00,44983.00,315.00,155.00
36081053502,Census Tract 535.02, Queens County, New York,0.00,13.00,,,,,,,0.00,13.00
36081053601,Census Tract 536.01, Queens County, New York,722.00,389.00,1.10,1.90,14.50,10.70,,,381.00,55.00
36081053800,Census Tract 538, Queens County, New York,432.00,67.00,3.70,3.80,14.40,6.90,117155.00,15946.00,409.00,69.00
36081053901,Census Tract 539.01, Queens County, New York,1537.00,198.00,4.00,3.50,16.30,7.30,84183.00,17376.00,828.00,146.00
36081053902,Census Tract 539.02, Queens County, New York,37.00,32.00,0.00,54.10,10.80,21.50,,,33.00,35.00
36081054000,Census Tract 540, Queens County, New York,1379.00,231.00,10.80,10.80,14.80,8.90,80270.00,42295.00,892.00,179.00
36081054200,Census Tract 542, Queens County, New York,1608.00,351.00,4.10,3.80,13.20,6.80,90461.00,29278.00,1428.00,351.00
36081054500,Census Tract 545, Queens County, New York,1377.00,255.00,1.40,2.10,3.90,2.40,60368.00,19295.00,854.00,285.00
36081054700,Census Tract 547, Queens County, New York,1468.00,269.00,5.20,4.20,19.40,11.90,115076.00,27234.00,871.00,292.00
36081054800,Census Tract 548, Queens County, New York,683.00,106.00,2.30,3.50,15.80,8.00,83533.00,26311.00,636.00,113.00
36081054900,Census Tract 549, Queens County, New York,1586.00,160.00,0.80,1.10,7.30,4.30,95897.00,9285.00,1015.00,164.00
36081055100,Census Tract 551, Queens County, New York,1604.00,115.00,6.00,4.10,6.10,3.70,85947.00,17318.00,808.00,135.00
36081055200,Census Tract 552, Queens County, New York,1006.00,96.00,3.00,3.20,11.00,8.00,61895.00,12530.00,695.00,138.00
36081055300,Census Tract 553, Queens County, New York,1036.00,107.00,1.50,1.60,20.30,10.70,91604.00,11555.00,690.00,124.00
36081055400,Census Tract 554, Queens County, New York,791.00,101.00,6.20,4.50,7.70,4.60,92679.00,12315.00,607.00,115.00
36081055500,Census Tract 555, Queens County, New York,783.00,124.00,3.20,3.20,7.70,5.70,108417.00,48196.00,473.00,110.00
36081055600,Census Tract 556, Queens County, New York,698.00,109.00,3.60,3.70,18.30,10.40,130338.00,14282.00,628.00,113.00
36081055700,Census Tract 557, Queens County, New York,1429.00,138.00,9.20,5.60,9.90,6.20,85750.00,13452.00,694.00,161.00
36081055800,Census Tract 558, Queens County, New York,675.00,195.00,5.60,4.80,17.80,14.30,72841.00,29092.00,452.00,142.00
36081055900,Census Tract 559, Queens County, New York,356.00,60.00,6.50,7.60,8.10,6.50,80221.00,30309.00,231.00,57.00
36081056000,Census Tract 560, Queens County, New York,456.00,49.00,3.70,4.40,13.40,8.90,96905.00,66982.00,392.00,60.00
36081056100,Census Tract 561, Queens County, New York,4.00,5.00,0.00,100.00,0.00,100.00,,,4.00,5.00
36081056200,Census Tract 562, Queens County, New York,496.00,159.00,0.00,7.70,7.50,7.40,100441.00,46341.00,305.00,61.00
36081056400,Census Tract 564, Queens County, New York,487.00,123.00,2.30,3.90,15.40,10.10,76875.00,53658.00,328.00,66.00
36081056500,Census Tract 565, Queens County, New York,583.00,137.00,1.40,2.20,20.60,12.80,129327.00,47392.00,400.00,54.00
36081056600,Census Tract 566, Queens County, New York,474.00,145.00,0.00,8.10,6.80,6.50,74022.00,36081.00,408.00,147.00
36081056700,Census Tract 567, Queens County, New York,1592.00,200.00,0.90,1.30,13.20,5.90,108750.00,28065.00,1105.00,183.00
36081056800,Census Tract 568, Queens County, New York,1621.00,229.00,2.60,3.10,12.80,7.60,103661.00,18119.00,1370.00,243.00
36081057700,Census Tract 577, Queens County, New York,1473.00,194.00,1.20,1.50,13.80,6.80,78854.00,13770.00,1004.00,192.00
36081057900,Census Tract 579, Queens County, New York,634.00,118.00,2.50,2.50,10.40,7.50,73125.00,11827.00,377.00,76.00
36081058000,Census Tract 580, Queens County, New York,1101.00,121.00,0.00,3.60,26.00,12.30,112034.00,40459.00,987.00,122.00
36081058100,Census Tract 581, Queens County, New York,1221.00,265.00,5.50,5.70,14.10,8.30,74556.00,13084.00,777.00,296.00
36081058200,Census Tract 582, Queens County, New York,1501.00,222.00,0.00,2.60,19.90,9.60,127837.00,38471.00,1335.00,242.00
36081058300,Census Tract 583, Queens County, New York,1409.00,163.00,0.00,2.80,14.30,5.00,101431.00,12080.00,980.00,186.00
36081058500,Census Tract 585, Queens County, New York,1633.00,167.00,2.80,3.60,19.70,7.00,96897.00,12052.00,924.00,158.00
36081058700,Census Tract 587, Queens County, New York,1394.00,206.00,0.80,1.30,17.20,8.20,93281.00,20540.00,910.00,155.00
36081058900,Census Tract 589, Queens County, New York,1931.00,252.00,4.90,4.30,9.30,4.20,67801.00,24809.00,940.00,188.00
36081059000,Census Tract 590, Queens County, New York,393.00,56.00,3.80,6.40,13.70,10.20,76917.00,27420.00,288.00,65.00
36081059100,Census Tract 591, Queens County, New York,2176.00,265.00,9.90,7.30,7.70,4.10,61314.00,15261.00,1195.00,341.00
36081059200,Census Tract 592, Queens County, New York,459.00,121.00,3.90,5.50,20.50,9.80,91250.00,47814.00,315.00,71.00
36081059300,Census Tract 593, Queens County, New York,1552.00,186.00,10.00,8.20,7.60,4.40,82917.00,28847.00,930.00,221.00
36081059400,Census Tract 594, Queens County, New York,527.00,58.00,0.00,7.30,29.80,10.20,147250.00,29042.00,453.00,69.00
36081059501,Census Tract 595.01, Queens County, New York,730.00,107.00,9.50,7.70,13.30,9.20,72222.00,30786.00,541.00,108.00
36081059502,Census Tract 595.02, Queens County, New York,921.00,147.00,14.90,9.50,2.40,4.00,56467.00,40610.00,770.00,153.00
36081059600,Census Tract 596, Queens County, New York,534.00,199.00,1.90,2.40,9.70,6.70,100625.00,38998.00,379.00,88.00
36081059800,Census Tract 598, Queens County, New York,548.00,99.00,0.00,7.00,9.30,7.90,87692.00,42002.00,438.00,113.00
36081059900,Census Tract 599, Queens County, New York,482.00,75.00,1.20,1.90,26.10,9.60,89583.00,54792.00,385.00,79.00
36081060000,Census Tract 600, Queens County, New York,436.00,96.00,5.70,6.00,26.80,19.20,100000.00,27382.00,326.00,111.00
36081060100,Census Tract 601, Queens County, New York,868.00,117.00,0.70,1.10,13.10,8.20,83125.00,28006.00,585.00,94.00
36081060300,Census Tract 603, Queens County, New York,717.00,118.00,1.10,1.70,23.30,11.20,107067.00,27935.00,500.00,129.00
36081060600,Census Tract 606, Queens County, New York,506.00,84.00,5.50,6.30,15.60,13.40,135147.00,55099.00,333.00,92.00
36081060701,Census Tract 607.01, Queens County, New York,0.00,13.00,,,,,,,0.00,13.00
36081060800,Census Tract 608, Queens County, New York,473.00,83.00,3.00,3.50,27.70,13.60,148583.00,30920.00,345.00,83.00
36081061000,Census Tract 610, Queens County, New York,412.00,51.00,3.90,5.50,22.30,11.00,87500.00,37516.00,308.00,60.00
36081061200,Census Tract 612, Queens County, New York,505.00,104.00,3.20,3.40,27.70,13.40,132969.00,43957.00,489.00,106.00
36081061301,Census Tract 613.01, Queens County, New York,1812.00,223.00,7.60,5.10,7.20,4.10,83125.00,22095.00,1035.00,220.00
36081061302,Census Tract 613.02, Queens County, New York,0.00,13.00,,,,,,,0.00,13.00
36081061400,Census Tract 614, Queens County, New York,428.00,95.00,0.00,8.90,16.40,8.10,143468.00,22455.00,353.00,86.00
36081061601,Census Tract 616.01, Queens County, New York,772.00,115.00,1.20,1.50,18.00,8.80,105192.00,37122.00,541.00,107.00
36081061602,Census Tract 616.02, Queens County, New York,386.00,50.00,1.30,2.40,11.90,7.80,105682.00,31557.00,268.00,51.00
36081061800,Census Tract 618, Queens County, New York,716.00,56.00,3.90,4.70,8.80,6.30,91638.00,20729.00,412.00,89.00
36081061900,Census Tract 619, Queens County, New York,1170.00,188.00,0.00,3.40,5.50,3.90,77794.00,41375.00,685.00,206.00
36081062000,Census Tract 620, Queens County, New York,504.00,74.00,0.00,7.60,25.00,13.30,118646.00,14076.00,422.00,83.00
36081062100,Census Tract 621, Queens County, New York,1025.00,144.00,0.00,3.80,10.00,8.50,91940.00,15379.00,857.00,147.00
36081062200,Census Tract 622, Queens County, New York,675.00,77.00,6.20,4.70,26.40,11.10,119632.00,21496.00,503.00,100.00
36081062300,Census Tract 623, Queens County, New York,906.00,130.00,0.60,1.00,11.70,6.40,79107.00,20996.00,606.00,141.00
36081062400,Census Tract 624, Queens County, New York,0.00,13.00,,,,,,,0.00,13.00
36081062500,Census Tract 625, Queens County, New York,935.00,120.00,1.80,1.60,10.20,5.80,75375.00,24245.00,649.00,126.00
36081062600,Census Tract 626, Queens County, New York,886.00,91.00,1.50,2.30,16.40,7.20,115167.00,17194.00,685.00,109.00
36081062700,Census Tract 627, Queens County, New York,1107.00,154.00,3.70,4.30,12.20,7.40,76382.00,24247.00,824.00,152.00
36081062900,Census Tract 629, Queens County, New York,1218.00,281.00,8.50,7.20,6.80,4.70,96908.00,4122.00,918.00,294.00
36081063000,Census Tract 630, Queens County, New York,598.00,92.00,6.50,7.00,14.40,5.90,124773.00,37055.00,406.00,87.00
36081063200,Census Tract 632, Queens County, New York,718.00,110.00,1.30,1.80,16.00,6.80,112500.00,22820.00,562.00,85.00
36081063301,Census Tract 633.01, Queens County, New York,514.00,89.00,3.30,3.60,14.20,10.00,128114.00,21593.00,414.00,90.00
36081063302,Census Tract 633.02, Queens County, New York,585.00,106.00,0.00,6.60,24.10,11.60,142891.00,51448.00,458.00,113.00
36081063500,Census Tract 635, Queens County, New York,882.00,172.00,1.50,1.70,21.90,8.60,89688.00,31883.00,717.00,176.00
36081063700,Census Tract 637, Queens County, New York,1265.00,221.00,2.80,4.20,9.80,4.70,91705.00,38493.00,1047.00,199.00
36081063800,Census Tract 638, Queens County, New York,1120.00,169.00,1.50,2.50,23.50,12.30,140870.00,39554.00,789.00,216.00
36081063900,Census Tract 639, Queens County, New York,1039.00,72.00,1.10,1.70,10.60,7.10,115156.00,30342.00,667.00,114.00
36081064101,Census Tract 641.01, Queens County, New York,997.00,99.00,1.00,1.70,15.20,5.90,96094.00,16375.00,586.00,98.00
36081064102,Census Tract 641.02, Queens County, New York,0.00,13.00,,,,,,,0.00,13.00
36081064500,Census Tract 645, Queens County, New York,762.00,165.00,18.40,16.80,11.00,5.90,85000.00,28964.00,423.00,171.00
36081064600,Census Tract 646, Queens County, New York,1094.00,134.00,1.20,1.90,21.90,6.80,128750.00,16059.00,863.00,122.00
36081065000,Census Tract 650, Queens County, New York,876.00,114.00,6.40,5.10,29.80,8.80,136111.00,26179.00,702.00,115.00
36081065401,Census Tract 654.01, Queens County, New York,936.00,106.00,1.70,2.50,16.00,8.00,98821.00,8282.00,750.00,123.00
36081065402,Census Tract 654.02, Queens County, New York,0.00,13.00,,,,,,,0.00,13.00
36081065501,Census Tract 655.01, Queens County, New York,0.00,13.00,,,,,,,0.00,13.00
36081065600,Census Tract 656, Queens County, New York,1585.00,226.00,1.60,1.90,19.30,8.50,110875.00,10128.00,1188.00,260.00
36081065702,Census Tract 657.02, Queens County, New York,594.00,79.00,3.90,4.90,20.40,8.70,61786.00,25085.00,368.00,72.00
36081065703,Census Tract 657.03, Queens County, New York,1043.00,224.00,4.60,3.90,10.30,5.50,115896.00,16892.00,831.00,233.00
36081065900,Census Tract 659, Queens County, New York,672.00,79.00,5.50,4.50,22.80,9.40,99107.00,16550.00,528.00,88.00
36081066000,Census Tract 660, Queens County, New York,1193.00,203.00,2.00,2.60,24.10,12.80,121705.00,31520.00,896.00,125.00
36081066100,Census Tract 661, Queens County, New York,647.00,65.00,7.10,5.50,20.40,6.40,111806.00,41623.00,518.00,85.00
36081066301,Census Tract 663.01, Queens County, New York,1004.00,136.00,2.30,1.70,22.30,5.80,102917.00,47011.00,718.00,93.00
36081066302,Census Tract 663.02, Queens County, New York,0.00,13.00,,,,,,,0.00,13.00
36081066401,Census Tract 664.01, Queens County, New York,432.00,65.00,0.00,8.80,27.10,17.50,145333.00,86796.00,335.00,104.00
36081066402,Census Tract 664.02, Queens County, New York,1061.00,128.00,2.60,3.90,13.60,10.80,109863.00,19723.00,791.00,143.00
36081066403,Census Tract 664.03, Queens County, New York,1638.00,279.00,0.90,1.40,14.20,8.30,87031.00,39301.00,1360.00,294.00
36081066404,Census Tract 664.04, Queens County, New York,0.00,13.00,,,,,,,0.00,13.00
36081066501,Census Tract 665.01, Queens County, New York,1574.00,216.00,2.70,2.50,16.10,7.20,86773.00,18086.00,915.00,189.00
36081066701,Census Tract 667.01, Queens County, New York,907.00,128.00,5.20,5.90,8.70,5.70,123229.00,51487.00,647.00,141.00
36081066900,Census Tract 669, Queens County, New York,660.00,82.00,5.50,5.90,14.40,7.30,94375.00,24501.00,484.00,86.00
36081067100,Census Tract 671, Queens County, New York,933.00,123.00,3.00,2.30,20.20,8.10,116076.00,9416.00,576.00,114.00
36081067700,Census Tract 677, Queens County, New York,686.00,88.00,2.30,2.30,23.80,7.20,108000.00,34062.00,542.00,90.00
36081067900,Census Tract 679, Queens County, New York,1665.00,217.00,9.30,4.70,8.50,6.00,72875.00,17547.00,1109.00,197.00
36081068000,Census Tract 680, Queens County, New York,1656.00,228.00,2.30,3.70,13.90,6.70,124789.00,18046.00,1305.00,181.00
36081068200,Census Tract 682, Queens County, New York,377.00,49.00,1.30,1.90,4.20,4.70,93750.00,12540.00,279.00,65.00
36081068300,Census Tract 683, Queens County, New York,1565.00,185.00,5.50,3.80,16.00,7.50,73466.00,10608.00,919.00,164.00
36081068700,Census Tract 687, Queens County, New York,1944.00,412.00,6.50,4.10,6.90,4.50,69348.00,25060.00,1154.00,397.00
36081069000,Census Tract 690, Queens County, New York,1113.00,157.00,2.20,3.50,11.40,7.00,131683.00,19428.00,974.00,163.00
36081069300,Census Tract 693, Queens County, New York,1234.00,209.00,4.10,3.70,9.90,8.70,58605.00,13656.00,774.00,223.00
36081069400,Census Tract 694, Queens County, New York,1167.00,161.00,1.90,2.10,13.90,7.30,101782.00,27719.00,914.00,148.00
36081069500,Census Tract 695, Queens County, New York,866.00,95.00,7.50,5.90,23.40,7.20,112949.00,25768.00,649.00,89.00
36081069701,Census Tract 697.01, Queens County, New York,1768.00,149.00,3.50,2.60,4.10,2.60,102700.00,11925.00,984.00,165.00
36081069702,Census Tract 697.02, Queens County, New York,1475.00,296.00,4.90,3.50,19.10,9.60,89065.00,16919.00,1001.00,231.00
36081070300,Census Tract 703, Queens County, New York,916.00,148.00,2.60,2.80,21.90,11.00,102833.00,33045.00,615.00,111.00
36081070700,Census Tract 707, Queens County, New York,1003.00,100.00,3.40,3.20,25.50,7.40,127188.00,27139.00,747.00,108.00
36081070900,Census Tract 709, Queens County, New York,1162.00,176.00,5.30,6.30,26.00,7.40,115000.00,22076.00,813.00,182.00
36081071100,Census Tract 711, Queens County, New York,2863.00,390.00,5.80,4.10,20.50,5.70,100625.00,32570.00,1237.00,225.00
36081071303,Census Tract 713.03, Queens County, New York,2623.00,303.00,7.20,4.60,17.30,7.00,96641.00,17397.00,1338.00,296.00
36081071304,Census Tract 713.04, Queens County, New York,3103.00,188.00,12.40,7.30,23.10,7.10,89959.00,20040.00,1704.00,322.00
36081071305,Census Tract 713.05, Queens County, New York,2360.00,245.00,3.20,2.70,11.50,5.60,114158.00,11115.00,1464.00,252.00
36081071306,Census Tract 713.06, Queens County, New York,3121.00,380.00,8.40,4.50,6.10,3.90,75560.00,37219.00,1800.00,387.00
36081071600,Census Tract 716, Queens County, New York,0.00,13.00,,,,,,,0.00,13.00
36081071701,Census Tract 717.01, Queens County, New York,2404.00,302.00,7.40,5.30,13.80,7.60,57300.00,21293.00,1080.00,290.00
36081071702,Census Tract 717.02, Queens County, New York,1917.00,183.00,8.00,5.40,14.30,4.90,99527.00,34126.00,1141.00,180.00
36081071900,Census Tract 719, Queens County, New York,1071.00,147.00,4.10,3.60,6.00,3.60,58606.00,17136.00,898.00,131.00
36081072100,Census Tract 721, Queens County, New York,2082.00,351.00,7.70,5.00,25.30,13.90,100167.00,54513.00,1467.00,352.00
36081072300,Census Tract 723, Queens County, New York,863.00,161.00,4.80,4.00,54.80,9.80,221534.00,33915.00,636.00,162.00
36081072900,Census Tract 729, Queens County, New York,468.00,96.00,0.00,8.20,39.50,8.90,124250.00,61307.00,278.00,50.00
36081073100,Census Tract 731, Queens County, New York,596.00,60.00,0.80,1.30,39.40,10.00,166481.00,23873.00,484.00,64.00
36081073700,Census Tract 737, Queens County, New York,1000.00,137.00,4.00,4.10,24.70,8.20,124545.00,20796.00,444.00,96.00
36081073900,Census Tract 739, Queens County, New York,2571.00,352.00,3.20,2.40,25.60,8.40,113609.00,12710.00,1552.00,327.00
36081074100,Census Tract 741, Queens County, New York,1584.00,174.00,3.90,2.80,14.60,4.60,92857.00,21723.00,793.00,146.00
36081074300,Census Tract 743, Queens County, New York,1624.00,203.00,2.80,2.10,9.30,4.50,72344.00,17039.00,1024.00,201.00
36081074500,Census Tract 745, Queens County, New York,1615.00,184.00,12.90,6.50,4.90,3.40,65885.00,13895.00,1025.00,221.00
36081074700,Census Tract 747, Queens County, New York,1299.00,174.00,5.50,6.20,10.60,6.10,88924.00,33870.00,874.00,163.00
36081074900,Census Tract 749, Queens County, New York,549.00,80.00,4.70,4.30,62.70,9.40,227054.00,22710.00,453.00,79.00
36081075701,Census Tract 757.01, Queens County, New York,2443.00,161.00,2.10,2.20,23.10,6.30,111042.00,22032.00,1156.00,197.00
36081075702,Census Tract 757.02, Queens County, New York,2372.00,332.00,3.80,2.90,27.70,9.20,124360.00,30373.00,1439.00,313.00
36081076901,Census Tract 769.01, Queens County, New York,2473.00,352.00,5.30,5.30,21.40,7.60,100710.00,18078.00,1442.00,240.00
36081076902,Census Tract 769.02, Queens County, New York,575.00,86.00,6.10,4.60,21.70,10.90,133438.00,28195.00,315.00,73.00
36081077300,Census Tract 773, Queens County, New York,1122.00,135.00,3.60,3.30,20.60,7.40,105326.00,21981.00,497.00,137.00
36081077500,Census Tract 775, Queens County, New York,1048.00,183.00,3.80,3.20,9.90,5.30,81058.00,22122.00,591.00,140.00
36081077902,Census Tract 779.02, Queens County, New York,1853.00,387.00,1.50,1.60,22.50,10.10,106588.00,23026.00,1561.00,365.00
36081077903,Census Tract 779.03, Queens County, New York,1179.00,144.00,4.70,4.00,0.90,1.60,90781.00,41360.00,891.00,175.00
36081077904,Census Tract 779.04, Queens County, New York,2028.00,271.00,6.70,4.40,25.90,12.40,108542.00,32580.00,1337.00,349.00
36081077905,Census Tract 779.05, Queens County, New York,1354.00,222.00,7.00,5.90,8.30,5.30,87375.00,25290.00,758.00,235.00
36081077906,Census Tract 779.06, Queens County, New York,1373.00,150.00,5.60,3.60,16.80,8.60,85590.00,14190.00,958.00,172.00
36081077907,Census Tract 779.07, Queens County, New York,1122.00,199.00,5.80,5.40,7.00,6.00,69718.00,16640.00,826.00,223.00
36081077908,Census Tract 779.08, Queens County, New York,1193.00,108.00,5.10,5.30,5.30,5.50,74705.00,21726.00,800.00,140.00
36081078800,Census Tract 788, Queens County, New York,592.00,95.00,5.70,8.90,9.10,9.30,98468.00,9262.00,488.00,114.00
36081079000,Census Tract 790, Queens County, New York,809.00,114.00,7.20,5.00,16.10,7.60,74135.00,35880.00,647.00,128.00
